,y,z,x,t,deviation,target_idx,y_d,z_d,x_d,t_d,c,color,deviationc,Ziehtiefe,part,tp,dx,dy,dz,nx,ny,nz
882,61.87488520784733,-2.0101196374078256e-08,0.0,0.8828828828828829,0.001529733657335442,8828,61.87641494150466,0.7499999798547098,0.0,0.8828882888288829,-1.0,cyan,-0.001529733657335442,50,ru,4.4401785714285715,0.0,0.28325568222200914,-8.499387582627804e-09,-0.0,3.000606207068489e-08,0.9999999999999996
883,62.15814088996338,-2.47367749617311e-08,0.0,0.8838838838838838,0.0012747780469268832,8838,62.159415668010304,0.7499999752569857,0.0,0.8838883888388839,1.0,cyan,0.0012747780469268832,50,ru,4.44496336996337,0.0,0.2832556820359109,-1.7133854335327214e-09,-0.0,6.048900488836443e-09,1.0
884,62.44139657191915,-2.35279672411437e-08,0.0,0.8848848848848849,0.001019822437065443,8848,62.442416394356215,0.7499999764846714,0.0,0.8848884888488849,-1.0,cyan,-0.001019822437065443,50,ru,4.449748168498169,0.0,0.2832556819014478,3.189385200386141e-09,0.0,-1.125973953629574e-08,1.0
885,62.72465225376627,-1.8358004560958818e-08,0.0,0.8858858858858859,0.0007648668275734851,8858,62.725417120593846,0.7499999816596165,0.0,0.8858885888588859,1.0,cyan,0.0007648668275734851,50,ru,4.454532967032967,0.0,0.28325568181864114,6.208924485662237e-09,0.0,-2.1919858573702315e-08,0.9999999999999998
886,63.00790793555643,-1.1110118269819225e-08,0.0,0.8868868868868869,0.0005099112183160062,8868,63.00841784677475,0.7499999889036696,0.0,0.8868886888688869,-1.0,cyan,-0.0005099112183160062,50,ru,4.459317765567765,0.0,0.2832556817874732,7.345232089228659e-09,0.0,-2.5931455435869372e-08,0.9999999999999996
887,63.29116361734122,-3.6675403825014996e-09,0.0,0.8878878878878879,0.0002549556091864248,8878,63.291418572950406,0.7499999963386804,0.0,0.8878887888788879,1.0,cyan,0.0002549556091864248,50,ru,4.464102564102564,0.0,0.283255681807546,6.612980718578854e-09,0.0,-2.3346330341475538e-08,0.9999999999999998
888,63.574419299171524,2.1158431673384825e-09,0.0,0.8888888888888888,2.842192627001133e-14,8888,63.57441929917155,0.7500000021158433,0.0,0.888888888888889,-1.0,cyan,-2.842192627001133e-14,50,ru,4.468887362637362,0.0,0.283255681864496,4.537110187552429e-09,0.0,-1.6017719954238706e-08,1.0
889,63.85767498107021,5.406679992603358e-09,0.0,0.8898898898898899,0.00025495560930721695,8898,63.857420025460904,0.7500000054047226,0.0,0.8898889888988899,-1.0,cyan,-0.00025495560930721695,50,ru,4.4736721611721615,0.0,0.28325568192700956,2.2579103586828353e-09,0.0,-7.971280022776956e-09,1.0
890,64.14093066302554,6.631663884704153e-09,0.0,0.8908908908908909,0.0005099112186712773,8908,64.14042075180687,0.7500000066310127,0.0,0.890889088908891,1.0,cyan,0.0005099112186712773,50,ru,4.47845695970696,0.0,0.2832556819767369,4.4436260226987656e-10,0.0,-1.5687685386179508e-09,1.0
891,64.42418634502368,6.295405197143111e-09,0.0,0.8918918918918919,0.0007648668281206028,8918,64.42342147819556,0.7500000062979632,0.0,0.8918891889188919,1.0,cyan,0.0007648668281206028,50,ru,4.483241758241758,0.0,0.28325568201262996,-8.645746896185358e-10,-0.0,3.0522765985678822e-09,1.0
892,64.7074420270508,4.9025145054670816e-09,0.0,0.8928928928928929,0.0010198224375557174,8928,64.70642220461325,0.7500000049088222,0.0,0.892889288928893,1.0,cyan,0.0010198224375557174,50,ru,4.488026556776557,0.0,0.2832556820346852,-1.6689016280047042e-09,-0.0,5.8918557820857555e-09,1.0
893,64.99069770909306,2.957601941133703e-09,0.0,0.8938938938938938,0.0012747780469766212,8938,64.98942293104608,0.7500000029668396,0.0,0.8938893889388939,-1.0,cyan,-0.0012747780469766212,50,ru,4.492811355311355,0.0,0.2832556820429275,-1.96861826839978e-09,-0.0,6.949969208742775e-09,1.0
894,65.27395339113666,9.652779686675217e-10,0.0,0.8948948948948949,0.0015297336563691033,8948,65.27242365748029,0.750000000975264,0.0,0.894889488948895,1.0,cyan,0.0015297336563691033,50,ru,4.497596153846154,0.0,0.2832556820374279,-1.7679271935300278e-09,-0.0,6.241453589963372e-09,1.0
895,65.55720907316791,-5.782524459263527e-10,0.0,0.8958958958958959,0.0017846892656621094,8958,65.55542438390225,0.7499999994293042,0.0,0.8958895889588959,-1.0,cyan,-0.0017846892656621094,50,ru,4.502380952380952,0.0,0.2832556820220944,-1.2097294277424453e-09,-0.0,4.270803745600007e-09,1.0
896,65.84046475518085,-1.454180886817369e-09,0.0,0.8968968968968969,0.002039644874912483,8968,65.83842511030593,0.7499999985499902,0.0,0.8968896889688969,1.0,cyan,0.002039644874912483,50,ru,4.507165750915751,0.0,0.2832556820053682,-5.997938257173985e-10,-0.0,2.117499714290043e-09,1.0
897,66.12372043717865,-1.7778400973611497e-09,0.0,0.8978978978978979,0.0022946004841628564,8978,66.12142583669448,0.7499999982229236,0.0,0.8978897889788979,-1.0,cyan,-0.0022946004841628564,50,ru,4.51195054945055,0.0,0.28325568199208107,-1.1512957254211642e-10,-0.0,4.0645106121943596e-10,1.0
898,66.40697611916501,-1.6844400319016017e-09,0.0,0.8988988988988988,0.0025495560934416517,8988,66.40442656307157,0.7499999983132593,0.0,0.8988898889888989,1.0,cyan,0.0025495560934416517,50,ru,4.516735347985348,0.0,0.28325568198249584,2.34324504244654e-10,0.0,-8.272543823468099e-10,1.0
899,66.69023180114364,-1.3091910888718417e-09,0.0,0.8998998998998999,0.002804511702720447,8998,66.68742728944092,0.7499999986861519,0.0,0.8998899889988999,-1.0,cyan,-0.002804511702720447,50,ru,4.521520146520147,0.0,0.28325568197662676,4.485689042432739e-10,0.0,-1.5836183800905649e-09,1.0
900,66.97348748311826,-7.87302223415054e-10,0.0,0.9009009009009009,0.0030594673120418747,9008,66.97042801580622,0.7499999992067565,0.0,0.9008900890089009,1.0,cyan,0.0030594673120418747,50,ru,4.526304945054945,0.0,0.2832556819744525,5.276034609202895e-10,0.0,-1.8626403440262687e-09,1.0
901,67.25674316509254,-2.539841670312626e-10,0.0,0.9019019019019019,0.0033144229213775134,9018,67.25342874217117,0.7499999997402275,0.0,0.9018901890189019,-1.0,cyan,-0.0033144229213775134,50,ru,4.531089743589743,0.0,0.28325568197595885,4.72629824166404e-10,0.0,-1.668562554047965e-09,1.0
902,67.53999884707018,1.57957424917754e-10,0.0,0.9029029029029029,0.003569378530812628,9028,67.53642946853937,0.7500000001539224,0.0,0.9028902890289029,1.0,cyan,0.003569378530812628,50,ru,4.535874542124542,0.0,0.28325568198008,3.225409939133783e-10,0.0,-1.1386920525607005e-09,1.0
903,67.8232545290527,3.9109782079549404e-10,0.0,0.9039039039039038,0.0038243341401908992,9038,67.81943019491251,0.7500000003890148,0.0,0.903890389038904,-1.0,cyan,-0.0038243341401908992,50,ru,4.5406593406593405,0.0,0.2832556819845635,1.5932111185890108e-10,0.0,-5.624639574488167e-10,1.0
904,68.1065102110393,4.765996486355562e-10,0.0,0.9049049049049049,0.004079289749611803,9048,68.1024309212897,0.750000000476246,0.0,0.9048904890489049,1.0,cyan,0.004079289749611803,50,ru,4.54544413919414,0.0,0.283255681988102,2.979710922446088e-11,0.0,-1.0519509799528925e-10,1.0
905,68.38976589302891,4.506920392444158e-10,0.0,0.9059059059059059,0.0043342453589616525,9058,68.38543164766995,0.7500000004517473,0.0,0.905890589058906,-1.0,cyan,-0.0043342453589616525,50,ru,4.550228937728938,0.0,0.2832556819906529,-6.349731851429397e-11,-0.0,2.241696197161874e-10,1.0
906,68.67302157502061,3.496050116069682e-10,0.0,0.9069069069069069,0.0045892009683683455,9068,68.66843237405224,0.7500000003516509,0.0,0.9068906890689069,1.0,cyan,0.0045892009683683455,50,ru,4.555013736263736,0.0,0.2832556819922232,-1.205623934019684e-10,-0.0,4.256309795941832e-10,1.0
907,68.95627725701335,2.0956725244047902e-10,0.0,0.9079079079079079,0.004844156577703984,9078,68.95143310043565,0.7500000002120883,0.0,0.907890789078908,-1.0,cyan,-0.004844156577703984,50,ru,4.559798534798535,0.0,0.2832556819927987,-1.413981154385624e-10,-0.0,4.991889816429426e-10,1.0
908,69.23953293900621,6.680878072984342e-11,0.0,0.9089089089089089,0.005099112187053834,9088,69.23443382681916,0.7500000000691913,0.0,0.9088908890889089,1.0,cyan,0.005099112187053834,50,ru,4.564583333333333,0.0,0.2832556819924079,-1.263475990498364e-10,-0.0,4.460549499346773e-10,1.0
909,69.52278862099817,-4.3127945659193756e-11,0.0,0.9099099099099099,0.005354067796403683,9098,69.51743455320177,0.7499999999584879,0.0,0.90989098909891,-1.0,cyan,-0.005354067796403683,50,ru,4.569368131868132,0.0,0.28325568199127815,-8.59941007291809e-11,-0.0,3.035917942568537e-10,1.0
910,69.80604430298877,-1.0517942072851838e-10,0.0,0.9109109109109109,0.005609023405725111,9108,69.80043527958304,0.7499999998956345,0.0,0.9108910891089109,1.0,cyan,0.005609023405725111,50,ru,4.5741529304029305,0.0,0.28325568199007733,-4.2317205295461235e-11,-0.0,1.493957861609415e-10,1.0
911,70.08929998497833,-1.2776235625011623e-10,0.0,0.9119119119119119,0.0058639790150749604,9118,70.08343600596325,0.7499999998723701,0.0,0.9118911891189119,-1.0,cyan,-0.0058639790150749604,50,ru,4.578937728937729,0.0,0.2832556819891465,-7.702727344849336e-12,-0.0,2.7193549272365455e-11,1.0
912,70.37255566696706,-1.2058487541821705e-10,0.0,0.9129129129129129,0.006118934624396388,9128,70.36643673234266,0.7499999998790131,0.0,0.9128912891289129,1.0,cyan,0.006118934624396388,50,ru,4.583722527472527,0.0,0.2832556819884502,1.720373843383527e-11,0.0,-6.073572227418461e-11,1.0
913,70.65581134895523,-9.335487938244569e-11,0.0,0.9139139139139139,0.006373890233746238,9138,70.64943745872148,0.7499999999058823,0.0,0.9138913891389139,-1.0,cyan,-0.006373890233746238,50,ru,4.588507326007326,0.0,0.2832556819880523,3.2402747152104894e-11,0.0,-1.1439398823241131e-10,1.0
914,70.93906703094316,-5.5779381114007265e-11,0.0,0.914914914914915,0.006628845843110298,9148,70.93243818510005,0.749999999943296,0.0,0.9148914891489149,1.0,cyan,0.006628845843110298,50,ru,4.593292124542124,0.0,0.28325568198788886,3.789391023190092e-11,0.0,-1.3377987677409114e-10,1.0
915,71.222322712931,-1.7567058918643852e-11,0.0,0.9159159159159159,0.006883801452445937,9158,71.21543891147856,0.7499999999815725,0.0,0.9158915891589159,-1.0,cyan,-0.006883801452445937,50,ru,4.598076923076923,0.0,0.28325568198798834,3.3775315877448975e-11,0.0,-1.192396764661591e-10,1.0
916,71.50557839491914,1.1771250640890685e-11,0.0,0.9169169169169169,0.007138757061795786,9168,71.49843963785735,0.750000000011196,0.0,0.916891689168917,1.0,cyan,0.007138757061795786,50,ru,4.602861721611721,0.0,0.283255681988301,2.292638301426564e-11,0.0,-8.093882831699928e-11,1.0
917,71.7888340769076,2.8285707109887426e-11,0.0,0.9179179179179179,0.0073937126711740575,9178,71.78144036423643,0.7500000000279999,0.0,0.9178917891789179,-1.0,cyan,-0.0073937126711740575,50,ru,4.60764652014652,0.0,0.2832556819886065,1.1239009722885385e-11,0.0,-3.9677967424983396e-11,1.0
918,72.07208975889635,3.4249270086661454e-11,0.0,0.9189189189189189,0.007648668280495485,9188,72.06444109061586,0.7500000000342044,0.0,0.918891889188919,1.0,cyan,0.007648668280495485,50,ru,4.612431318681319,0.0,0.2832556819888694,1.9886869928598117e-12,0.0,-7.0208194197423286e-12,1.0
